Date,2yr-10yr_UST,2yr_tsy,3yr_tsy,5yr_tsy,10yr_tsy,30yr_tsy,2yr_swap ,3yr_swap,5yr_swap,10yr_swap,30yr_swap,FN_2.5%_OAS,FN_3.0%_OAS,FN_3.5%_OAS,FN_4.0%_OAS,FN_4.5%_OAS,FN_5.0%_OAS,30_YR_Survey_Rate
18-May-05,0.512053,3.557235,3.658035,3.770965,4.069288,4.430795,3.94455,4.06553,4.22347,4.52179,4.8808,,,,16.306091,-0.788276,-4.0312,
19-May-05,0.479274,3.628349,3.724741,3.836693,4.107623,4.442864,4.00481,4.12767,4.28669,4.55762,4.89286,,,,16.563839,0.3077,-2.805589,
20-May-05,0.454506,3.670386,3.766526,3.869607,4.124892,4.436188,4.05147,4.17816,4.31961,4.57489,4.88619,,,,16.385445,0.285894,-1.636153,
23-May-05,0.442857,3.628222,3.718937,3.822636,4.071079,4.386976,4.00801,4.1274,4.26514,4.5616,4.83948,,,,17.224705,0.178339,-2.375772,
24-May-05,0.437963,3.598644,3.679726,3.780935,4.036607,4.363904,3.97631,4.0867,4.21843,4.47411,4.8139,,,,18.582783,1.045421,-2.301059,
25-May-05,0.474764,3.594349,3.679636,3.796487,4.069113,4.41186,3.96357,4.0754,4.22399,4.49661,4.84936,,,,17.836876,1.05521,-1.472335,
26-May-05,0.443864,3.634816,3.707556,3.819021,4.07868,4.427609,3.99532,4.09787,4.23652,4.49868,4.85511,,,,16.725388,-0.023202,-2.041039,
27-May-05,0.43175,3.643001,3.707294,3.813608,4.074751,4.427414,3.99882,4.10128,4.23111,4.49475,4.85241,,,,16.344217,-0.515472,-2.55375,
31-May-05,0.409914,3.593996,3.650995,3.756135,4.00391,4.346108,3.94948,4.04451,4.17114,4.42141,4.76611,,,,16.3575,-2.253332,-4.678761,
01-Jun-05,0.417171,3.491737,3.541433,3.636482,3.908908,4.26613,3.83796,3.92249,4.04148,4.31391,4.67613,,,,16.890659,-4.20668,-7.148132,
02-Jun-05,0.377798,3.512158,3.555247,3.641532,3.889956,4.228384,3.85352,3.93542,4.04903,4.29746,4.64588,,,,18.755882,-2.422279,-4.150238,
03-Jun-05,0.407331,3.569691,3.622232,3.729643,3.977022,4.283955,3.89936,3.99477,4.13964,4.38952,4.71145,,,,17.530045,-1.704365,-1.16193,
06-Jun-05,0.381856,3.57799,3.627738,3.726074,3.959846,4.249652,3.91521,4.00633,4.13107,4.36735,4.68715,,,,19.95009,0.432578,0.344985,
07-Jun-05,0.354936,3.557411,3.599379,3.685984,3.912347,4.194229,3.88617,3.97299,4.08848,4.31735,4.62923,,,,18.022655,-3.216494,-5.080197,
08-Jun-05,0.335909,3.602934,3.64161,3.722409,3.938843,4.22356,3.93143,4.01733,4.12241,4.33884,4.65356,,,,18.214787,-2.489521,-6.704848,
09-Jun-05,0.335617,3.627897,3.669807,3.754625,3.963514,4.24499,3.96907,4.05115,4.15712,4.36601,4.67749,,,,15.102692,-4.081465,-0.313727,
10-Jun-05,0.340759,3.699107,3.746311,3.832825,4.039866,4.318978,4.05054,4.13644,4.24283,4.44987,4.75898,,,,13.687773,-4.461189,-0.122425,
13-Jun-05,0.388604,3.699335,3.757687,3.862452,4.087939,4.368391,4.05141,4.14862,4.27745,4.50544,4.81089,,,,12.370096,-4.787189,-0.766047,
14-Jun-05,0.427006,3.699565,3.766233,3.886884,4.126571,4.426697,4.05977,4.16629,4.30688,4.54907,4.8742,,,,10.111815,-6.167121,-4.381587,
15-Jun-05,0.402595,3.712355,3.771939,3.886994,4.11495,4.420131,4.07478,4.17691,4.30699,4.53995,4.86513,,,,10.667879,-5.355993,-4.692524,
16-Jun-05,0.386934,3.687454,3.743349,3.85392,4.074388,4.36824,4.04716,4.14224,4.26392,4.49189,4.80324,,,,12.700952,-4.049242,-4.237566,
17-Jun-05,0.375527,3.700729,3.754728,3.864691,4.076256,4.364407,4.05633,4.14975,4.26969,4.48626,4.79691,,,,14.599513,-1.87725,-0.802889,
20-Jun-05,0.391954,3.709394,3.766187,3.884045,4.101348,4.382799,4.06923,4.16333,4.28654,4.50635,4.8103,,,,13.864479,-2.411922,-1.81135,
21-Jun-05,0.356472,3.692764,3.737474,3.838656,4.049236,4.330369,4.04325,4.12277,4.23366,4.44674,4.75037,,,,15.877609,-1.309417,-1.930682,
22-Jun-05,0.337584,3.604367,3.637092,3.71846,3.941951,4.248737,3.9523,4.01654,4.11096,4.33445,4.66124,,,,16.481287,-2.879909,-4.473244,
23-Jun-05,0.337706,3.621364,3.654167,3.739363,3.95907,4.256777,3.96837,4.0368,4.13936,4.35907,4.67678,,,,16.650576,-2.184289,-2.488117,
24-Jun-05,0.337612,3.57938,3.613642,3.695953,3.916992,4.214465,3.92124,3.98691,4.09345,4.31449,4.62947,,,,17.21756,-2.484861,-1.911357,
27-Jun-05,0.316125,3.583699,3.61063,3.682056,3.899824,4.187695,3.9222,3.98424,4.08032,4.29982,4.6027,,,,18.570677,-1.31931,-0.425792,
28-Jun-05,0.321285,3.643299,3.673809,3.750033,3.964584,4.241211,3.98481,4.0528,4.15753,4.37208,4.67121,,,,14.834324,-4.090781,-2.285655,
29-Jun-05,0.328929,3.660507,3.691031,3.764058,3.989436,4.263654,4.00564,4.07379,4.17906,4.40444,4.70115,,,,14.205719,-4.197995,-1.391647,
30-Jun-05,0.285788,3.657688,3.667866,3.72044,3.943476,4.21602,4.00227,4.05703,4.14794,4.36098,4.65602,,,,14.346563,-4.948752,-1.266425,
01-Jul-05,0.293167,3.74418,3.763227,3.827512,4.037347,4.297791,4.1004,4.16396,4.26501,4.46735,4.75529,,,,11.43909,-6.906298,-2.670644,
05-Jul-05,0.325265,3.785601,3.81852,3.896321,4.110866,4.361774,4.15236,4.22526,4.33882,4.54587,4.82677,,,,10.687577,-6.383441,-1.421996,
06-Jul-05,0.304793,3.769219,3.795251,3.862914,4.074012,4.329601,4.128,4.19449,4.29791,4.50151,4.7871,,,,12.887104,-4.752053,-0.806555,
07-Jul-05,0.337711,3.70728,3.748656,3.82425,4.044991,4.30218,4.08059,4.15101,4.26175,4.47499,4.76218,,,,14.872022,-3.005463,0.596713,
08-Jul-05,0.330749,3.778128,3.821683,3.896928,4.108877,4.361532,4.14891,4.22411,4.33443,4.53888,4.82403,,,,13.039499,-3.484921,-0.138496,
11-Jul-05,0.304198,3.794952,3.836383,3.898821,4.09915,4.34126,4.16222,4.23666,4.33632,4.52915,4.80876,,,,12.076055,-5.036015,-1.539891,
12-Jul-05,0.319846,3.820176,3.868728,3.93796,4.140022,4.381744,4.18465,4.26269,4.37296,4.56752,4.84674,,,,11.060554,-2.21504,-1.112656,
13-Jul-05,0.324385,3.837118,3.88352,3.955873,4.161503,4.39745,4.20063,4.27548,4.38337,4.584,4.85995,,,,10.724092,-2.363111,-0.976388,
14-Jul-05,0.333385,3.845735,3.895403,3.974083,4.17912,4.414139,4.20847,4.28599,4.39908,4.60412,4.87914,,,,10.119277,-2.419104,-0.950829,
15-Jul-05,0.312187,3.859118,3.904622,3.975907,4.171305,4.40284,4.22466,4.29932,4.40341,4.59881,4.87034,,,,9.812816,-2.865028,-1.757463,
18-Jul-05,0.337975,3.880457,3.931362,4.017894,4.218432,4.462643,4.243277,4.327892,4.417412,4.610235,4.879064,,,,7.889642,-3.977801,-2.705737,
19-Jul-05,0.327043,3.863887,3.916717,3.989946,4.19093,4.430714,4.247789,4.336151,4.438156,4.636752,4.923923,,,,9.370186,-2.83845,-1.995201,
20-Jul-05,0.292828,3.872618,3.919821,3.979487,4.165446,4.390635,4.302089,4.386976,4.482631,4.667325,4.93154,,,,9.662263,-3.004401,-2.0836,
21-Jul-05,0.337349,3.936412,3.99418,4.081244,4.273761,4.496514,4.285284,4.376233,4.470581,4.669901,4.936402,,,,8.926589,-1.904391,-0.857466,
22-Jul-05,0.316648,3.9078,3.959082,4.037507,4.224448,4.44267,4.284723,4.374706,4.469169,4.666615,4.934805,,,,11.294188,-0.132426,0.195509,
25-Jul-05,0.308229,3.937952,3.989075,4.062195,4.246181,4.464237,4.294523,4.382288,4.469702,4.654292,4.908164,,,,10.879933,-0.28085,0.321288,
26-Jul-05,0.295696,3.942606,3.992272,4.062267,4.238302,4.45949,4.322434,4.415911,4.499888,4.682493,4.942614,,,,10.110675,-1.186876,-0.133464,
27-Jul-05,0.278614,3.981462,4.025374,4.092316,4.260076,4.474526,4.34278,4.430816,4.51369,4.687099,4.939138,,,,9.97736,-1.108418,-0.569447,
28-Jul-05,0.236946,3.956054,3.989713,4.04127,4.193,4.400488,4.351703,4.43585,4.508489,4.66545,4.904019,,,,11.098777,-1.007993,0.219294,
29-Jul-05,0.266376,4.013642,4.056404,4.124522,4.280018,4.473423,4.378504,4.466658,4.544244,4.713592,4.960011,,,,9.479368,-1.499591,0.353881,
01-Aug-05,0.279333,4.038508,4.080754,4.151224,4.317841,4.50748,4.42532,4.520712,4.615052,4.786139,5.01765,,,,8.926737,-1.351513,0.735074,
02-Aug-05,0.288906,4.046928,4.09311,4.160221,4.335834,4.539865,4.42489,4.50944,4.60534,4.78338,5.02483,,,,8.518704,-1.310105,0.608744,
03-Aug-05,0.279848,4.018161,4.060254,4.124837,4.298009,4.501705,4.39442,4.4743,4.56984,4.74301,4.9792,,,,9.682234,-0.45007,1.363094,
04-Aug-05,0.283113,4.034853,4.081661,4.14625,4.317966,4.522601,4.41725,4.50011,4.59125,4.76547,5.0026,,,,8.990693,-0.782313,1.581872,
05-Aug-05,0.285083,4.107088,4.161379,4.235766,4.392171,4.579086,4.491055,4.587927,4.675015,4.835655,5.053065,,,,9.241681,0.440106,3.538383,
08-Aug-05,0.273507,4.14488,4.207355,4.269936,4.418387,4.596451,4.520218,4.621893,4.703657,4.855593,5.068891,,,,8.921736,0.370353,3.716687,
09-Aug-05,0.272165,4.120125,4.183761,4.243249,4.39229,4.572272,4.50639,4.59821,4.69825,4.84729,5.05727,,,,9.859461,-1.706507,0.317268,
10-Aug-05,0.276131,4.116219,4.18096,4.236254,4.39235,4.578989,4.50242,4.58783,4.68375,4.83985,5.05399,,,,9.549106,-2.09767,-0.162878,
11-Aug-05,0.25342,4.078832,4.130591,4.180927,4.332252,4.527121,4.45893,4.53343,4.61843,4.77575,4.98962,,,,16.285625,-3.061198,-0.394349,
12-Aug-05,0.205062,4.033339,4.069146,4.107556,4.238401,4.441805,4.41352,4.47057,4.53256,4.6784,4.89431,,,,17.827625,-3.584778,-0.867458,
15-Aug-05,0.210639,4.058711,4.105382,4.145938,4.26935,4.469987,4.44333,4.50675,4.57844,4.71435,4.92499,,,,17.844246,-3.08792,-0.554955,
16-Aug-05,0.207992,4.016852,4.055,4.093532,4.224844,4.43231,4.40351,4.4601,4.52853,4.66984,4.88731,,,,18.800482,-2.717702,-0.28758,
17-Aug-05,0.230948,4.04226,4.08847,4.135414,4.273208,4.475541,4.402279,4.459276,4.528483,4.669894,4.887337,,,,19.671406,-1.008668,0.867081,
18-Aug-05,0.212937,4.000286,4.035222,4.072515,4.213223,4.426573,4.38638,4.44073,4.51002,4.66072,4.88407,,,,18.523466,-3.208528,-0.462357,
19-Aug-05,0.200175,4.009122,4.040485,4.07586,4.209297,4.421718,4.40489,4.45704,4.53083,4.67225,4.88952,,,,18.730373,-3.225782,-0.574731,
22-Aug-05,0.197707,4.013498,4.040376,4.074065,4.211205,4.426337,4.406311,4.457719,4.531803,4.672793,4.889859,,,,18.447325,-3.011234,0.05378,
23-Aug-05,0.202158,3.983954,4.012193,4.047812,4.186112,4.405726,4.37461,4.42193,4.48531,4.63361,4.86323,,,,19.49118,-2.174618,1.120842,
24-Aug-05,0.185829,3.992552,4.014869,4.044259,4.178381,4.400076,4.37286,4.41859,4.47926,4.62338,4.85508,,,,19.851368,-1.825616,1.39538,
25-Aug-05,0.159114,4,4.014739,4.03721,4.159114,4.364755,4.3761,4.41801,4.47471,4.60411,4.81725,,,,21.55629,-2.86677,0.000864,
26-Aug-05,0.132346,4.057489,4.070769,4.084298,4.189835,4.3831,4.42781,4.46829,4.5168,4.62983,4.8306,,,,22.439083,-1.667588,0.152498,
29-Aug-05,0.117153,4.05338,4.062211,4.075487,4.170533,4.361735,4.42472,4.46102,4.50553,4.61056,4.8093,,,,23.007431,-1.412833,-0.239955,
30-Aug-05,0.151418,3.938493,3.937963,3.960004,4.089911,4.308355,4.30961,4.34175,4.385,4.52491,4.75335,,,,26.541424,1.003788,2.229366,
31-Aug-05,0.187541,3.831822,3.83086,3.864183,4.019363,4.260974,4.1914,4.23222,4.28918,4.45436,4.70597,,,,29.525276,3.239033,3.675426,
01-Sep-05,0.298243,3.721058,3.751976,3.820662,4.019301,4.28633,4.08118,4.1473,4.25066,4.4568,4.73383,,,,26.109812,-0.266798,0.180186,
02-Sep-05,0.300682,3.731688,3.764631,3.83388,4.03237,4.297921,4.11247,4.17764,4.27562,4.47237,4.74792,,,,25.460794,-0.705221,0.560103,
06-Sep-05,0.284762,3.797169,3.820678,3.885943,4.081931,4.34924,4.17751,4.2393,4.32844,4.52443,4.80424,,,,26.185539,1.321842,2.488527,
07-Sep-05,0.296469,3.850531,3.874098,3.936449,4.147,4.41979,4.23824,4.29557,4.37645,4.57694,4.86979,,,,25.839113,1.85526,1.977528,
08-Sep-05,0.272574,3.866834,3.88518,3.940998,4.139408,4.420669,4.2513,4.30573,4.36708,4.56941,4.86067,,,,26.571341,2.518179,1.915196,
09-Sep-05,0.245295,3.878615,3.887308,3.932301,4.12391,4.401808,4.25073,4.29997,4.3673,4.55141,4.83681,,,,26.439568,2.050267,1.736122,
12-Sep-05,0.260647,3.907552,3.92121,3.97234,4.168199,4.442961,4.28414,4.33222,4.40484,4.59317,4.8729,,,,24.054159,-0.98869,1.843107,
13-Sep-05,0.263603,3.869854,3.878303,3.930562,4.133457,4.422255,4.24684,4.28909,4.36056,4.55846,4.84726,,,,27.159195,-0.870769,2.042598,
14-Sep-05,0.28406,3.882151,3.900847,3.956663,4.166211,4.451322,4.25919,4.30717,4.38416,4.58871,4.87571,,,,27.780193,0.272435,2.812993,
15-Sep-05,0.316233,3.894486,3.920594,3.989809,4.210719,4.510041,4.28213,4.33703,4.42731,4.64072,4.93754,,,,26.321056,0.027959,2.562616,
16-Sep-05,0.302386,3.956935,3.980124,4.045922,4.259321,4.55107,4.34772,4.40377,4.49092,4.70182,4.98857,,,,25.538654,-0.144501,1.414119,
19-Sep-05,0.326707,3.918957,3.945558,4.019697,4.245664,4.546213,4.31487,4.37273,4.4672,4.68816,4.98621,,,,24.74391,-1.008455,1.198765,
20-Sep-05,0.261676,3.982029,3.997055,4.049558,4.243705,4.518374,4.38048,4.42622,4.49706,4.68871,4.96587,,,,24.971977,-0.803664,1.264411,
21-Sep-05,0.238798,3.952401,3.962425,4.005779,4.191199,4.469826,4.34918,4.38511,4.44578,4.6287,4.90733,,,,27.260223,0.603767,2.717328,
22-Sep-05,0.238346,3.935388,3.942137,3.986554,4.173734,4.461263,4.33234,4.36563,4.42655,4.60873,4.89626,,,,28.23164,1.523737,3.792953,
23-Sep-05,0.231881,4.015677,4.025246,4.071012,4.247558,4.511433,4.41382,4.45402,4.52351,4.69506,4.96143,,,,25.577431,-0.386721,1.823339,
26-Sep-05,0.2366,4.053981,4.065643,4.11166,4.290581,4.554525,4.45551,4.49678,4.56916,4.74308,5.00703,,,,24.007505,-1.404261,1.159043,
27-Sep-05,0.216501,4.083887,4.088759,4.124129,4.300388,4.561222,4.48374,4.51854,4.58413,4.75539,5.01622,,,,23.741026,-1.605914,0.618474,
28-Sep-05,0.170654,4.092512,4.085803,4.108322,4.263166,4.506509,4.48505,4.50915,4.56082,4.71317,4.95651,,,,24.356424,-1.920262,0.269734,
29-Sep-05,0.169449,4.119174,4.117717,4.140272,4.288623,4.538034,4.4888,4.51759,4.59777,4.74362,4.99303,,,,23.514822,-2.303596,-0.11794,
30-Sep-05,0.152557,4.177356,4.176003,4.195678,4.329913,4.565808,4.58121,4.60819,4.65462,4.78991,5.02831,,,,23.882105,-1.379887,0.454531,
03-Oct-05,0.170403,4.214835,4.219916,4.243932,4.385238,4.621107,4.62294,4.65995,4.71893,4.85774,5.09361,,,,24.497068,0.213076,1.597392,
04-Oct-05,0.160297,4.215063,4.217051,4.238744,4.37536,4.604003,4.62206,4.65627,4.71374,4.84536,5.07352,,,,25.51342,1.16792,2.757527,
05-Oct-05,0.152577,4.206978,4.208317,4.229984,4.359555,4.580172,4.61106,4.6443,4.69748,4.82455,5.04517,,,,27.234016,2.879053,4.118307,
06-Oct-05,0.177134,4.186393,4.196636,4.22836,4.363527,4.58594,4.59307,4.63191,4.69586,4.82853,5.05094,,,,27.263977,3.01506,4.066329,
07-Oct-05,0.17445,4.187174,4.202712,4.232582,4.361624,4.570263,4.5988,4.636,4.69508,4.82412,5.03026,,,,27.912962,3.728067,4.745689,
11-Oct-05,0.175127,4.208315,4.223403,4.257825,4.383442,4.588622,4.62847,4.66666,4.72532,4.85344,5.05862,,,,25.8281,4.358396,4.401909,
12-Oct-05,0.207444,4.233722,4.255963,4.308282,4.441166,4.655021,4.6594,4.70363,4.77828,4.91617,5.13002,,,,25.099367,4.452542,4.272977,
13-Oct-05,0.238996,4.238188,4.270857,4.327214,4.477184,4.702427,4.66659,4.71836,4.80471,4.95968,5.18493,,,,23.861643,3.578171,3.324038,
14-Oct-05,0.225015,4.264333,4.297923,4.344819,4.489348,4.708274,4.69013,4.74268,4.82306,4.97185,5.19327,,,,23.301119,3.068219,3.078964,
17-Oct-05,0.222749,4.264641,4.301038,4.348363,4.48739,4.706247,4.69182,4.7453,4.82336,4.96739,5.19125,,,,-25.457447,3.11948,3.243668,
18-Oct-05,0.227167,4.252248,4.289286,4.334283,4.479415,4.699253,4.68078,4.72942,4.80428,4.95692,5.18425,,,,-25.79706,2.69914,3.176218,
19-Oct-05,0.227843,4.235588,4.271566,4.3202,4.463431,4.688304,4.66588,4.71096,4.7877,4.94343,5.1783,,,,-26.051573,2.379934,2.695685,
20-Oct-05,0.202388,4.257081,4.2836,4.323734,4.459469,4.678366,4.68185,4.72356,4.79373,4.94697,5.18087,,,,-25.673685,2.850413,3.415073,
21-Oct-05,0.178579,4.211131,4.227297,4.258559,4.38971,4.610472,4.63477,4.66946,4.73106,4.9066,5.11297,,,,-24.716654,3.231748,4.016632,
24-Oct-05,0.193858,4.249764,4.272177,4.311418,4.443622,4.657482,4.67481,4.71581,4.78642,4.93112,5.15998,,,,-24.595108,3.898348,4.511874,
25-Oct-05,0.202245,4.30565,4.335182,4.378647,4.507895,4.713906,4.73059,4.77822,4.85365,4.99789,5.21641,,,,-23.721466,5.476531,5.243248,
26-Oct-05,0.218464,4.370344,4.407449,4.458635,4.588808,4.795232,4.79619,4.85297,4.94114,5.09131,5.30773,,,,-32.287971,7.002401,6.556762,
27-Oct-05,0.205453,4.353027,4.38363,4.430235,4.55848,4.769943,4.77607,4.82795,4.90774,5.05598,5.27994,,,,-22.810589,6.998856,6.606789,
28-Oct-05,0.191017,4.377792,4.408452,4.448252,4.568809,4.769842,4.80506,4.85549,4.93075,5.07131,5.28484,,,,-22.990271,6.768566,7.024402,
31-Oct-05,0.17258,4.386164,4.408705,4.44476,4.558744,4.754713,4.81532,4.86503,4.93726,5.07124,5.28221,,,,-23.469797,6.132573,6.446847,
01-Nov-05,0.165934,4.411128,4.430132,4.466256,4.577062,4.766752,4.84756,4.89562,4.96376,5.09706,5.30175,,,,-22.416361,8.232732,8.149767,
02-Nov-05,0.18179,4.427873,4.451612,4.498536,4.609663,4.801088,4.86885,4.92193,5.00354,5.13966,5.34359,,,,-20.845089,10.365169,9.522099,
03-Nov-05,0.19348,4.452985,4.488326,4.541668,4.646465,4.834645,4.9132,4.97165,5.05667,5.19646,5.39214,,,,-21.208609,10.297524,9.675032,
04-Nov-05,0.203352,4.453605,4.492365,4.552826,4.656957,4.851951,4.91422,4.97482,5.06283,5.20946,5.40945,,,,-21.705904,9.811573,9.891704,
07-Nov-05,0.178596,4.457995,4.492702,4.545759,4.636591,4.826362,4.9105,4.96676,5.04826,5.18409,5.38136,,,,-22.223698,8.875455,9.353924,
08-Nov-05,0.144819,4.420555,4.441215,4.481202,4.565374,4.760477,4.86582,4.90694,4.9712,5.10037,5.30048,,,,-23.396637,6.764735,7.290134,
09-Nov-05,0.155326,4.479392,4.51851,4.553216,4.634718,4.820187,4.92228,4.96944,5.04572,5.17722,5.36519,,,,-25.288237,5.070957,6.262497,
10-Nov-05,0.127622,4.434038,4.462149,4.482385,4.56166,4.746238,4.87582,4.9109,4.97238,5.09666,5.28374,,,,-24.9872,4.610326,6.399576,
14-Nov-05,0.119404,4.484864,4.515689,4.53881,4.604268,4.793616,4.92519,4.96469,5.02881,5.15427,5.33112,,,,-24.659298,5.379798,6.7716,
15-Nov-05,0.09096,4.46399,4.484727,4.499969,4.55495,4.739148,4.90143,4.93365,4.98747,5.10245,5.27915,,,,-24.099461,5.519061,7.183389,
16-Nov-05,0.081239,4.405027,4.419932,4.429507,4.486266,4.676345,4.84345,4.86711,4.91451,5.02877,5.21384,,,,-25.028868,3.840034,6.117368,
17-Nov-05,0.089823,4.36712,4.377676,4.390796,4.456943,4.64374,4.79407,4.81509,4.8708,4.99444,5.17374,,,,-24.776472,3.883054,6.423355,
18-Nov-05,0.104702,4.397158,4.408605,4.42925,4.50186,4.690082,4.83279,4.85822,4.92175,5.04936,5.22758,,,,-25.169567,4.025642,6.151887,
21-Nov-05,0.093202,4.367545,4.374683,4.388707,4.460747,4.658367,4.79648,4.81902,4.87621,5.00325,5.19337,,,,-26.556227,2.194048,4.805817,
22-Nov-05,0.127948,4.299615,4.309703,4.334171,4.427563,4.656357,4.72352,4.75163,4.82167,4.96506,5.18386,,,,-28.713953,-0.320027,2.731412,
23-Nov-05,0.125864,4.346544,4.357571,4.376137,4.472408,4.705859,4.77046,4.79975,4.86864,5.01491,5.23586,,,,-33.269615,-0.423054,2.259508,
25-Nov-05,0.109105,4.324154,4.323378,4.335385,4.433259,4.662096,4.74605,4.76786,4.82788,4.97576,5.1921,,,,2.501346,0.183231,2.769218,
28-Nov-05,0.081796,4.324154,4.317621,4.321208,4.40595,4.622696,4.74312,4.76153,4.81621,4.94845,5.1527,,,,3.703079,1.104788,4.026946,
29-Nov-05,0.0817,4.398441,4.391413,4.400409,4.480141,4.691753,4.81394,4.84068,4.89791,5.02514,5.22425,,,,3.896758,1.949381,4.284681,
30-Nov-05,0.078527,4.419256,4.408478,4.42332,4.497783,4.701669,4.84796,4.87198,4.93082,5.05028,5.24167,,,,5.796926,4.197343,5.786097,
01-Dec-05,0.085376,4.435991,4.434144,4.449825,4.521367,4.721597,4.88492,4.91053,4.97482,5.08887,5.2741,,,,5.51804,4.085144,5.284433,
02-Dec-05,0.091158,4.428212,4.428462,4.446126,4.51937,4.716501,4.88276,4.90811,4.97113,5.08437,5.269,,,,5.475094,4.167162,5.762589,
05-Dec-05,0.107212,4.457559,4.465719,4.492296,4.564771,4.758616,4.91887,4.9519,5.0198,5.13227,5.31112,,,,4.68871,3.630544,5.020573,
06-Dec-05,0.092195,4.403537,4.402699,4.421169,4.495732,4.691514,4.86071,4.88582,4.94117,5.05823,5.24151,,,,3.987096,2.307502,4.139713,
07-Dec-05,0.109518,4.407854,4.414153,4.440643,4.517372,4.714405,4.87253,4.90119,4.96314,5.08237,5.2669,,,,3.772196,2.362758,4.169387,
08-Dec-05,0.106413,4.357866,4.356814,4.362708,4.464279,4.668627,4.81586,4.83825,4.89771,5.02428,5.21363,,,,3.082649,1.408118,3.07065,
09-Dec-05,0.118003,4.421051,4.428541,4.436579,4.539054,4.736308,4.88762,4.9148,4.97408,5.10405,5.28631,,,,3.543572,1.794725,3.749841,
12-Dec-05,0.115104,4.433835,4.442963,4.455973,4.548939,4.737281,4.89958,4.92505,4.98597,5.10894,5.28478,,,,5.058057,3.360015,4.589911,
13-Dec-05,0.113701,4.421393,4.422802,4.438341,4.535094,4.735243,4.8759,4.89993,4.96084,5.08759,5.27524,,,,3.431961,1.578926,3.263935,
14-Dec-05,0.087828,4.362594,4.356515,4.362708,4.450422,4.658527,4.80961,4.82623,4.87521,4.99042,5.18103,,,,3.928917,1.31817,3.847589,
15-Dec-05,0.10353,4.362689,4.367997,4.376729,4.466219,4.675323,4.82619,4.84263,4.89423,5.0086,5.20032,,,,3.026002,0.540315,2.703236,
16-Dec-05,0.087659,4.35875,4.347658,4.357294,4.446409,4.650487,4.8181,4.82963,4.87479,4.98641,5.17299,,,,5.712787,0.892289,3.315813,
19-Dec-05,0.068628,4.375796,4.362063,4.364296,4.444424,4.641577,4.82045,4.84761,4.8868,4.98942,5.16908,,,,5.68918,1.186439,3.250425,
20-Dec-05,0.054162,4.409883,4.399682,4.395983,4.464045,4.657332,4.86777,4.88122,4.92098,5.01155,5.18733,,,,3.343892,0.638529,2.523491,
21-Dec-05,0.05239,4.431322,4.425798,4.420684,4.483712,4.670165,4.89786,4.91037,4.94818,5.03371,5.20266,,,,2.964655,0.429624,2.257691,
22-Dec-05,0.047917,4.384665,4.370644,4.37125,4.432582,4.613957,4.85942,4.86497,4.89875,4.98258,5.14896,,,,3.84363,0.861639,2.451958,
23-Dec-05,0.009577,4.368085,4.33851,4.321738,4.377662,4.550503,4.82179,4.81835,4.84924,4.92321,5.083,,,,4.265185,0.643807,2.583198,
27-Dec-05,0.002358,4.338221,4.309355,4.289981,4.340579,4.505181,4.78719,4.78031,4.81248,4.88308,5.03268,,,,4.832274,0.767822,2.322018,
28-Dec-05,0.007323,4.368313,4.338394,4.325163,4.375636,4.539789,4.80961,4.81085,4.84766,4.91814,5.06979,,,,4.462785,0.738707,2.509365,
29-Dec-05,-0.003376,4.377022,4.344169,4.33041,4.373646,4.530099,4.83065,4.82701,4.85541,4.92365,5.0676,,,,4.835325,1.025285,2.753159,
30-Dec-05,-0.006563,4.399634,4.364461,4.353236,4.393071,4.548292,4.85014,4.84991,4.87824,4.94307,5.08329,,,,4.657677,1.011229,2.672485,
03-Jan-06,0.042337,4.329173,4.305848,4.307188,4.37151,4.555033,4.79028,4.79259,4.82969,4.92151,5.08753,,,,4.067134,0.478292,2.030676,
04-Jan-06,0.047512,4.308328,4.279415,4.284154,4.35584,4.546279,4.75738,4.75852,4.79665,4.89834,5.07128,,,,3.412309,-0.304489,1.129725,
05-Jan-06,0.033227,4.320621,4.285166,4.284087,4.353848,4.545273,4.75932,4.75771,4.78909,4.88635,5.05777,,,,3.289244,-0.392304,1.601261,
06-Jan-06,0.02144,4.357723,4.320133,4.317545,4.379163,4.566489,4.7842,4.77998,4.81004,4.89666,5.06399,,,,3.285029,-0.191175,1.499996,
09-Jan-06,0.021492,4.357638,4.323008,4.315721,4.37913,4.562566,4.77766,4.77071,4.79822,4.88413,5.04757,,,,4.058661,0.698847,2.540792,
10-Jan-06,0.033006,4.395196,4.361271,4.358308,4.428202,4.606421,4.82186,4.81953,4.85331,4.9432,5.10392,,,,3.04468,1.278905,1.964165,
11-Jan-06,0.029064,4.428695,4.396695,4.393898,4.457759,4.634881,4.8552,4.85371,4.8864,4.97026,5.12738,,,,2.459439,0.926805,1.302418,
12-Jan-06,0.025936,4.382543,4.346436,4.339536,4.408479,4.589723,4.80741,4.79963,4.82954,4.91348,5.07472,,,,2.249404,0.179208,0.738277,
13-Jan-06,0.017728,4.331778,4.287023,4.281518,4.349506,4.523599,4.75825,4.73979,4.76902,4.85451,5.0061,,,,3.609697,1.170075,0.990549,
17-Jan-06,0.000203,4.331663,4.278043,4.267461,4.331866,4.510083,4.7465,4.72171,4.74996,4.83437,4.98758,,,,5.185662,1.162551,1.614784,
